gvkey,tic,conm,cik,investingfirmname,vcid,gvkey1,gvkey2,fracLate,meanValue,meanSolo,topStage,topValue,topSolo
186106,"MMI.3","MOTOROLA MOBILITY HLDGS INC","0001495569","Motorola Mobility Holdings Inc.",84576,,,1,,0,0,,0
186106,"MMI.3","MOTOROLA MOBILITY HLDGS INC","0001495569","Motorola Mobility Holdings Inc.",84576,,,.4375,173.1744,.1875,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.8571429,236.4267,.1428571,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.25,84.81667,0,0,0,0
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,1,49.9,1,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.5,213,.5,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.4230769,131.6377,.1923077,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,1,120,.5,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,1,12.7,1,0,0,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.6666667,18.59,.3333333,0,0,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.6923077,36.2,.0769231,0,0,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,1,105.6933,.2857143,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.6428571,46.875,.0714286,0,0,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,0,57.11666,.6666667,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.7894737,121.6444,.2105263,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.4545455,10.94667,.3636364,0,0,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.8,33.725,.4,1,0,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.5,26.2575,0,0,0,0
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,1,,0,0,,0
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.4285714,39.07,.1428571,0,0,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,1,57,1,1,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,1,53.125,0,1,0,0
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.8095238,88.46714,.1904762,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.4,59,.2,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.75,58.3375,0,0,0,0
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,0,57.855,0,0,1,0
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.8,86.2975,0,1,1,0
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.2727273,29.02333,0,0,0,0
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.25,35.4,.25,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.7272727,432.9033,.0454545,0,1,1
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.5,131.66,0,0,1,0
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.3333333,59.5,0,0,0,0
7585,"MSI","MOTOROLA SOLUTIONS INC","0000068505","Motorola Solutions Venture Capital",84577,,,.5555556,85,.1111111,0,1,1
122173,"MPPP","MP3.COM INC","0001078073","MP3.com",84628,122173,,.4,74,.2,0,0,1
25978,"MRVC","MRV COMMUNICATIONS INC","0000887969","MRV Communications Inc.",84666,25978,,1,,0,1,,0
25978,"MRVC","MRV COMMUNICATIONS INC","0000887969","MRV Communications Inc.",84666,25978,,0,,1,0,,1
144137,"MLTC.","MULTILINK TECHNOLOGY CORP","0001114068","MultiLink Technology",84759,144137,,0,33,0,0,0,0
144137,"MLTC.","MULTILINK TECHNOLOGY CORP","0001114068","MultiLink Technology",84759,144137,,0,205,0,0,1,0
109425,"NGEN","NANOGEN INC","0001030339","Nanogen",85102,109425,,0,,0,0,,0
143527,"NAPS","NAPSTER INC","0001122787","Napster",85166,143527,,0,38.12,0,0,0,0
,"ndaq","","","Nasdaq OMX Group Inc.",85185,,,1,,0,1,,0
,"ndaq","","","Nasdaq OMX Group Inc.",85185,,,1,,0,1,,0
,"ndaq","","","Nasdaq OMX Group Inc.",85185,,,1,150,0,1,1,0
,"nlcs","","","National Computer Systems",85233,,,1,26,1,1,0,1
,"nlcs","","","National Computer Systems",85233,,,0,2,0,0,0,0
7741,"NHC","NATIONAL HEALTHCARE CORP","0001047335","National Healthcare Corp.",85252,7741,,1,,0,0,,0
7741,"NHC","NATIONAL HEALTHCARE CORP","0001047335","National Healthcare Corp.",85252,7741,,1,,0,0,,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,1,61,0,1,0,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,0,3.6,0,0,0,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,0,57.65,0,0,1,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,0,,0,0,,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,1,37.8,0,1,1,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,.5,,.5,0,,1
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,0,14,0,0,0,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,1,73.64,0,1,1,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,1,48.755,0,1,0,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,1,85.025,0,0,1,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,1,90.15,0,1,1,0
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,0,,1,0,,1
7772,"NSM.2","NATIONAL SEMICONDUCTOR CORP","0000070530","National Semiconductor",85298,,,0,51.135,0,0,1,0
25285,"NVI","NATIONAL VISION INC","0000868263","National Vision Inc.",85308,25285,,0,12.41,0,0,0,0
,"ge","","","NBC",85428,,,.6666667,201,.1666667,0,1,1
,"ge","","","NBC",85428,,,0,5.53,0,0,0,0
,"ge","","","NBC",85428,,,1,139,0,1,1,0
,"ge","","","NBC",85428,,,.6842105,110.6689,.2631579,1,0,1
,"ge","","","NBC",85428,,,.5,16.3,0,0,0,0
,"ge","","","NBC",85428,,,.5,58.5,0,0,1,0
7648,"NCR","NCR CORP","0000070866","NCR",85456,7648,,1,,0,0,,0
7648,"NCR","NCR CORP","0000070866","NCR",85456,7648,,1,,.5,0,,1
7648,"NCR","NCR CORP","0000070866","NCR",85456,7648,,1,,0,0,,0
7723,"NDC","NDCHEALTH CORP","0000070033","NDCHealth",85460,7723,,1,,1,0,,1
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,.5,,0,0,,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,.5,,.5,0,,1
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,1,88.78,0,1,0,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,1,,0,0,,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,0,,.5,0,,1
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,1,,0,0,,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,1,42.5,0,1,0,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,0,,.5,0,,1
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,.5,49.525,0,0,0,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,1,19.6,0,0,0,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,1,,1,0,,1
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,0,48,1,0,0,1
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,1,283.8,0,1,1,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,.5,60.5,.5,0,1,1
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,0,52.15,.6666667,0,1,1
7652,"NIPNY","NEC CORP","0000072127","NEC",85477,,,1,332.1,0,0,1,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,1,324.5,0,1,1,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corp.",85477,,,1,141,0,1,1,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corporation of America",85479,,,1,150,0,1,1,0
7652,"NIPNY","NEC CORP","0000072127","NEC Corporation of America",85479,,,0,,0,0,,0
128541,"NEOF","NEOFORMA INC","0001096219","Neoforma.com",85535,,,1,168.64,0,1,1,0
64485,"NMGC","NEOMAGIC CORP","0001030485","NeoMagic",85544,64485,,0,5.1,0,0,0,0
62170,"NTEC.1","NEOSE TECHNOLOGIES INC","0000877902","Neose Technologies",85576,62170,,0,,0,0,,0
160364,"NSTC","NESS TECHNOLOGIES INC","0001089638","Ness Technologies Inc.",85618,160364,,0,10,0,0,0,0
122358,"NTOP","NET2PHONE INC","0001086472","Net2Phone",85661,122358,,1,79.6,0,1,0,0
122358,"NTOP","NET2PHONE INC","0001086472","Net2Phone",85661,122358,,.8,126.92,.2,1,0,1
147579,"NFLX","NETFLIX INC","0001065280","Netflix Inc.",85762,147579,,0,31.11,1,0,0,1
147579,"NFLX","NETFLIX INC","0001065280","Netflix Inc.",85762,147579,,0,,0,0,,0
154039,"NTGR","NETGEAR INC","0001122904","NETGEAR",85771,154039,,1,,0,1,,0
154039,"NTGR","NETGEAR INC","0001122904","NETGEAR",85771,154039,,1,,0,0,,0
154039,"NTGR","NETGEAR INC","0001122904","NETGEAR",85771,154039,,1,20,0,1,0,0
122436,"NTIQ","NETIQ CORP","0001084827","NetIQ",85790,122436,,1,,0,0,,0
122436,"NTIQ","NETIQ CORP","0001084827","NetIQ",85790,122436,,.5,,0,0,,0
63053,"NTPA","NETOPIA INC","0001012482","Netopia",85836,63053,,1,105,0,1,0,0
127279,"NTRT","NETRATINGS INC","0001095480","Netratings",85862,127279,,1,150,0,1,1,0
127279,"NTRT","NETRATINGS INC","0001095480","Netratings",85862,127279,,0,,0,0,,0
,"ntrx","","","Netrix",85868,,,1,,0,1,,0
123100,"NTRO.","NETRO CORP","0001087779","Netro",85869,123100,,0,,0,0,,0
61143,"NSCP","NETSCAPE COMMUNICATIONS CORP","0000944458","Netscape Communications",85879,,,.5,41.02,0,0,0,0
61143,"NSCP","NETSCAPE COMMUNICATIONS CORP","0000944458","Netscape Communications",85879,,,1,17.6,0,1,0,0
61143,"NSCP","NETSCAPE COMMUNICATIONS CORP","0000944458","Netscape Communications",85879,,,1,1085,0,1,1,0
61319,"NTSR","NETSTAR INC","0000887331","Netstar",85899,61319,,1,,0,0,,0
61319,"NTSR","NETSTAR INC","0000887331","Netstar",85899,61319,,0,,0,0,,0
61319,"NTSR","NETSTAR INC","0000887331","Netstar",85899,61319,,0,,0,0,,0
61319,"NTSR","NETSTAR INC","0000887331","Netstar",85899,61319,,1,,0,0,,0
179084,"N","NETSUITE INC","0001117106","NetSuite Inc.",85908,179084,,0,11.99,0,0,0,0
61591,"NTAP","NETAPP INC","0001002047","NetApp Inc.",85940,61591,,1,137,0,0,0,0
61591,"NTAP","NETAPP INC","0001002047","NetApp Inc.",85940,61591,,1,111.77,0,0,1,0
61591,"NTAP","NETAPP INC","0001002047","NetApp Inc.",85940,61591,,1,45.1,0,1,0,0
61591,"NTAP","NETAPP INC","0001002047","NetApp Inc.",85940,61591,,1,228.3333,0,1,1,0
61591,"NTAP","NETAPP INC","0001002047","NetApp Inc.",85940,61591,,1,80,0,0,0,0
61591,"NTAP","NETAPP INC","0001002047","NetApp Inc.",85940,61591,,1,75,0,0,1,0
,"nwk","","","Network Equipment Technologies",85952,,,0,88,0,0,1,0
65488,"NSOL.","NETWORK SOLUTIONS INC","0001030341","Network Solutions LLC",85973,,,0,80.045,0,0,1,0
65488,"NSOL.","NETWORK SOLUTIONS INC","0001030341","Network Solutions LLC",85973,,,1,300,0,1,1,0
65488,"NSOL.","NETWORK SOLUTIONS INC","0001030341","Network Solutions LLC",85973,,,1,197.24,1,1,1,1
,"nzro","","","NetZero",85997,,,0,45,0,0,0,0
163629,"NSR","NEUSTAR INC","0001265888","NeuStar Inc.",86065,163629,,0,,0,0,,0
64927,"NEON.","NEW ERA OF NETWORKS INC","0001028339","New Era of Networks",86127,64927,,1,,0,1,,0
64927,"NEON.","NEW ERA OF NETWORKS INC","0001028339","New Era of Networks",86127,64927,,0,4.8,0,0,0,0
135708,"NUFO","NEW FOCUS INC","0001090215","New Focus Inc.",86131,135708,,0,57.8,0,0,0,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.8125,62.73077,0,1,1,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.625,27.72,.125,0,1,1
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.8571429,51.43333,0,1,0,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.75,28.046,.0833333,1,0,1
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,1,77.5,0,0,1,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.4,71.5,0,0,1,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.75,235.915,0,1,1,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.6666667,15.7,0,0,0,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,1,1000,0,0,1,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.6153846,38.85455,.0769231,0,1,1
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,1,18.2,0,1,0,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.5,85.5,0,0,0,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.7142857,32.51538,0,0,0,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,1,66.42667,0,1,0,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,1,9.8,0,0,0,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,1,470.75,0,1,1,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.7777778,63.7875,0,1,1,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.5,,.5,0,,1
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.7692308,35.0425,0,1,0,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,1,258,0,1,1,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,.7777778,35.61875,0,0,0,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,1,28,0,1,1,0
127774,"9845B","NEW YORK LIFE INSURANCE","0000071633","New York Life Insurance Co.",86205,127774,,1,56,0,1,0,0
166451,"NYX","NYSE EURONEXT","0001368007","NYSE Euronext",86211,166451,,1,,1,0,,1
166451,"NYX","NYSE EURONEXT","0001368007","NYSE Euronext",86211,166451,,1,85,0,1,0,0
166451,"NYX","NYSE EURONEXT","0001368007","NYSE Euronext",86211,166451,,1,160.52,0,1,1,0
17079,"NN","NEWBRIDGE NETWORKS CORP","0000827301","Newbridge Networks",86222,17079,,0,,0,0,,0
17079,"NN","NEWBRIDGE NETWORKS CORP","0000827301","Newbridge Networks",86222,17079,,1,181,0,1,1,0
17079,"NN","NEWBRIDGE NETWORKS CORP","0000827301","Newbridge Networks",86222,17079,,1,165.22,.5,1,1,1
,"nwl","","","Newell Rubbermaid Inc.",86239,,,.5,15.9,0,0,0,0
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,1,176.09,.5,0,1,1
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,.625,275.9129,.25,0,1,1
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,1,1601,0,1,1,0
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,1,,0,0,,0
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,0,,0,0,,0
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,1,245,0,0,1,0
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,1,284.86,0,0,1,0
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,1,415.29,0,1,1,0
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,1,393.405,0,1,1,0
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,0,,0,0,,0
12886,"TFCFA","TWENTY-FIRST CENTURY FOX INC","0001308161","News Corporation",86284,,,0,21.44,0,0,0,0
176239,"NEWS","NEWSTAR FINANCIAL INC","0001373561","NewStar Financial",86300,176239,,0,,0,0,,0
122316,"NXPSQ","NEXPRISE INC","0001047499","NexPrise, Inc.",86354,122316,,.3333333,153,0,0,1,0
120517,"NXCDQ","NEXTCARD INC","0001081015","NextCard",86374,120517,,1,,0,1,,0
,"nxtl","","","Nextel",86383,,,0,,0,0,,0
,"nxtl","","","Nextel",86383,,,.5,20,0,0,0,0
,"nxtl","","","Nextel",86383,,,.5,106.5,0,0,0,0
,"nxtl","","","Nextel",86383,,,1,392,0,1,1,0
,"gd","","","Nextwave Design Automation",86428,,,1,,0,0,,0
,"gd","","","Nextwave Design Automation",86428,,,0,,0,0,,0
111970,"NMR.3","NIELSEN MEDIA RESEARCH INC","0001019876","Nielsen Media Research",86493,111970,,0,,0,0,,0
111970,"NMR.3","NIELSEN MEDIA RESEARCH INC","0001019876","Nielsen Media Research",86493,111970,,1,,0,1,,0
132369,"NIKU","NIKU CORP","0001076641","Niku",86511,132369,,0,185.08,0,0,1,0
23671,"NOK","NOKIA CORP","0000924613","Nokia Corporation",86632,23671,,1,,1,0,,1
23671,"NOK","NOKIA CORP","0000924613","Nokia Corporation",86632,23671,,0,,0,0,,0
23671,"NOK","NOKIA CORP","0000924613","Nokia Corporation",86632,23671,,1,,1,0,,1
23671,"NOK","NOKIA CORP","0000924613","Nokia Corporation",86632,23671,,0,,0,0,,0
23671,"NOK","NOKIA CORP","0000924613","Nokia Corporation",86632,23671,,1,98.19,0,1,1,0
23671,"NOK","NOKIA CORP","0000924613","Nokia Corporation",86632,23671,,0,37,0,0,0,0
12383,"NHYDY","NORSK HYDRO ASA","0000900268","Norsk Hydro ASA",86729,12383,,1,21.5,0,1,0,0
12383,"NHYDY","NORSK HYDRO ASA","0000900268","Norsk Hydro ASA",86729,12383,,1,31,0,1,0,0
12383,"NHYDY","NORSK HYDRO ASA","0000900268","Norsk Hydro ASA",86729,12383,,0,17.1,0,0,0,0
12383,"NHYDY","NORSK HYDRO ASA","0000900268","Norsk Hydro ASA",86729,12383,,1,23,0,0,0,0
12383,"NHYDY","NORSK HYDRO ASA","0000900268","Norsk Hydro ASA",86729,12383,,.5,90,.5,0,1,1
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,.5,36.75,0,0,1,0
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,1,195,0,0,1,0
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,1,97.25,.5,1,1,1
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,0,14.1,0,0,0,0
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,0,,0,0,,0
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,1,16,0,0,0,0
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,.8333333,148.1,.6666667,1,1,1
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,0,,.5,0,,1
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,.4666667,176.9214,.1333333,0,1,1
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,1,30,0,0,0,0
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,1,,0,0,,0
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,.8888889,195.2833,.2222222,1,1,1
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,1,26.1,0,1,1,0
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,.5,,0,0,,0
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,.8571429,265.6217,.2857143,1,1,1
7980,"NRTLQ","NORTEL NETWORKS CORP","0000072911","Nortel Networks",86733,7980,,.6666667,49.75,0,0,1,0
7985,"NOC","NORTHROP GRUMMAN CORP","0001133421","Northrop Grumman Corp.",86803,,,1,84.36,1,0,1,1
7985,"NOC","NORTHROP GRUMMAN CORP","0001133421","Northrop Grumman Corp.",86803,,,0,,1,0,,1
,"nvs","","","Novartis Venture Funds",86925,,,.7777778,43.76125,0,0,0,0
,"nvs","","","Novartis Venture Funds",86925,,,.7142857,55.55444,.0714286,0,0,1
,"nvs","","","Novartis Venture Funds",86925,,,.5,77.75333,.1,0,1,1
,"nvs","","","Novartis Venture Funds",86925,,,.5833333,52.48,0,0,0,0
,"nvs","","","Novartis Venture Funds",86925,,,.6,101.706,0,1,1,0
,"nvs","","","Novartis Venture Funds",86925,,,.5,53.75,.5,0,1,1
,"nvs","","","Novartis Venture Funds",86925,,,.5,62.38667,.1666667,0,0,1
,"nvs","","","Novartis Venture Funds",86925,,,.6666667,63.96333,0,0,0,0
,"nvs","","","Novartis Venture Funds",86925,,,.7142857,51.67,0,0,0,0
,"nvs","","","Novartis Venture Funds",86925,,,.6363636,73.03286,0,0,1,0
,"nvs","","","Novartis Venture Funds",86925,,,.6,58.41818,.0666667,0,0,1
,"nvs","","","Novartis Venture Funds",86925,,,.3333333,124.62,0,0,0,0
,"nvs","","","Novartis Venture Funds",86925,,,.4,134,0,0,0,0
,"nvs","","","Novartis Venture Funds",86925,,,.4615385,77.24182,0,0,0,0
,"nvs","","","Novartis Venture Funds",86925,,,.5,115,0,0,0,0
,"nvs","","","Novartis Venture Funds",86925,,,1,123.9,1,1,1,1
,"nvs","","","Novartis Venture Funds",86925,,,.6470588,72.58083,.0588235,0,1,1
,"nvs","","","Novartis Venture Funds",86925,,,.6153846,58.4275,.0769231,0,0,1
,"nvs","","","Novartis Venture Funds",86925,,,.7142857,59.73,0,0,1,0
,"nvs","","","Novartis Venture Funds",86925,,,.4545455,50.302,.0909091,0,0,1
,"nvs","","","Novartis Venture Funds",86925,,,.6666667,65.892,0,0,1,0
,"nvs","","","Novartis Venture Funds",86925,,,.5384616,110.9875,.2307692,0,1,1
,"nvs","","","Novartis Venture Funds",86925,,,.6428571,75.776,0,0,0,0
11910,"NOVL","NOVELL INC","0000758004","Novell",86958,,,1,16.85,0,0,0,0
11910,"NOVL","NOVELL INC","0000758004","Novell",86958,,,.5,40.05,0,0,1,0
11910,"NOVL","NOVELL INC","0000758004","Novell",86958,,,1,34,0,1,0,0
11910,"NOVL","NOVELL INC","0000758004","Novell",86958,,,1,52,1,0,1,1
11910,"NOVL","NOVELL INC","0000758004","Novell",86958,,,0,8.225,0,0,0,0
11910,"NOVL","NOVELL INC","0000758004","Novell",86958,,,1,44,0,0,1,0
11910,"NOVL","NOVELL INC","0000758004","Novell Ventures",86959,,,1,50,0,0,1,0
11910,"NOVL","NOVELL INC","0000758004","Novell Ventures",86959,,,.5,109.3217,.125,0,1,1
11910,"NOVL","NOVELL INC","0000758004","Novell Ventures",86959,,,.5,21.38833,.5,0,0,1
11910,"NOVL","NOVELL INC","0000758004","Novell Ventures",86959,,,1,80,0,0,0,0
11910,"NOVL","NOVELL INC","0000758004","Novell Ventures",86959,,,1,200,0,1,1,0
11910,"NOVL","NOVELL INC","0000758004","Novell Ventures",86959,,,.7647059,198.1942,0,1,1,0
7908,"NTTYY","NIPPON TELEGRAPH & TELEPHONE","0000769594","Nippon Telegraph & Telephone Corp.",87058,7908,,1,167.5986,0,1,1,0
7908,"NTTYY","NIPPON TELEGRAPH & TELEPHONE","0000769594","Nippon Telegraph & Telephone Corp.",87058,7908,,1,,0,0,,0
7908,"NTTYY","NIPPON TELEGRAPH & TELEPHONE","0000769594","Nippon Telegraph & Telephone Corp.",87058,7908,,.6666667,97.16666,0,1,1,0
7908,"NTTYY","NIPPON TELEGRAPH & TELEPHONE","0000769594","Nippon Telegraph & Telephone Corp.",87058,7908,,1,46,0,1,1,0
7908,"NTTYY","NIPPON TELEGRAPH & TELEPHONE","0000769594","Nippon Telegraph & Telephone Corp.",87058,7908,,1,73.54,0,0,1,0
7908,"NTTYY","NIPPON TELEGRAPH & TELEPHONE","0000769594","Nippon Telegraph & Telephone Corp.",87058,7908,,.8571429,118.4333,0,0,1,0
